"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"SR_BH_steep" 15 "SR_BH_steep" 0.8 NA -2 0.2 0.99 0.8 0.8 NA NA NA "Normal" 0.8 1000 0 0.8 0.8 0.8 0.2079 0.279 0.358 0.437 0.516 0.595 0.674 0.753 0.832 0.911 0.9821 0 0 0 1.75291e-07 1.3572e-07 9.7682e-08 6.58845e-08 4.0328e-08 2.10125e-08 7.938e-09 1.1045e-09 5.12e-10 6.1605e-09 1.65802e-08
"SR_sigmaR" 16 "SR_sigmaR" 0.2 NA -4 0.05 1.9 0.2 0.2 NA NA NA "Normal" 0.2 1000 0 0.2 0.2 0.2 0.0685 0.235 0.42 0.605 0.79 0.975 1.16 1.345 1.53 1.715 1.8815 0 0 0 8.64613e-09 6.125e-10 2.42e-08 8.20125e-08 1.7405e-07 3.00312e-07 4.608e-07 6.55512e-07 8.8445e-07 1.14761e-06 1.41372e-06
"SR_regime" 17 "SR_regime" 0 NA -1 -4 4 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_autocorr" 18 "SR_autocorr" 0 NA -1 0 0 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_10" 19 "Early_InitAge_10" 6.47811e-05 2 2 -5 5 0 0 "act" 0.200006 1.5207e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_9" 20 "Early_InitAge_9" 0.00014558 3 2 -5 5 0 0 "act" 0.200015 -7.4684e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_8" 21 "Early_InitAge_8" 0.000471254 4 2 -5 5 0 0 "act" 0.200047 1.1242e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_7" 22 "Early_InitAge_7" 0.00151641 5 2 -5 5 0 0 "act" 0.200148 -7.90134e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_6" 23 "Early_InitAge_6" 0.00480952 6 2 -5 5 0 0 "act" 0.200443 -4.07357e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_5" 24 "Early_InitAge_5" 0.0147358 7 2 -5 5 0 0 "act" 0.201139 -4.85469e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_4" 25 "Early_InitAge_4" 0.0410701 8 2 -5 5 0 0 "act" 0.201809 2.64058e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_3" 26 "Early_InitAge_3" 0.082819 9 2 -5 5 0 0 "act" 0.199124 -3.01797e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_2" 27 "Early_InitAge_2" 0.0516194 10 2 -5 5 0 0 "act" 0.177556 -2.98619e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_1" 28 "Early_InitAge_1" 0.0184169 11 2 -5 5 0 0 "act" 0.157574 -2.16841e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1979" 29 "Main_RecrDev_1979" 0.202749 12 1 -5 5 0 0 "act" 0.146316 -7.3289e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1980" 30 "Main_RecrDev_1980" 0.217792 13 1 -5 5 0 0 "act" 0.139495 3.10587e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1981" 31 "Main_RecrDev_1981" 0.0802644 14 1 -5 5 0 0 "act" 0.134342 -7.78716e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1982" 32 "Main_RecrDev_1982" -0.143642 15 1 -5 5 0 0 "act" 0.152507 -5.44787e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1983" 33 "Main_RecrDev_1983" 0.0386831 16 1 -5 5 0 0 "act" 0.14502 -3.04284e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1984" 34 "Main_RecrDev_1984" -0.246644 17 1 -5 5 0 0 "act" 0.14954 -2.59477e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1985" 35 "Main_RecrDev_1985" -0.142562 18 1 -5 5 0 0 "act" 0.142292 6.36603e-09 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1986" 36 "Main_RecrDev_1986" -0.347824 19 1 -5 5 0 0 "act" 0.14656 -1.83868e-09 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1987" 37 "Main_RecrDev_1987" 0.00713034 20 1 -5 5 0 0 "act" 0.156056 6.88109e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1988" 38 "Main_RecrDev_1988" 0.270611 21 1 -5 5 0 0 "act" 0.153812 -2.28784e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1989" 39 "Main_RecrDev_1989" 0.00541508 22 1 -5 5 0 0 "act" 0.160289 1.57968e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1990" 40 "Main_RecrDev_1990" -0.0270642 23 1 -5 5 0 0 "act" 0.164223 -7.02731e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1991" 41 "Main_RecrDev_1991" -0.0539798 24 1 -5 5 0 0 "act" 0.167983 -9.6631e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1992" 42 "Main_RecrDev_1992" 0.0779052 25 1 -5 5 0 0 "act" 0.168124 -7.97913e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1993" 43 "Main_RecrDev_1993" 0.147284 26 1 -5 5 0 0 "act" 0.166093 6.06649e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1994" 44 "Main_RecrDev_1994" 0.127611 27 1 -5 5 0 0 "act" 0.159762 1.72829e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1995" 45 "Main_RecrDev_1995" -0.0748189 28 1 -5 5 0 0 "act" 0.160988 -3.9753e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1996" 46 "Main_RecrDev_1996" 0.275646 29 1 -5 5 0 0 "act" 0.138683 -7.07194e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1997" 47 "Main_RecrDev_1997" 0.714554 30 1 -5 5 0 0 "act" 0.104438 -5.1913e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1998" 48 "Main_RecrDev_1998" 0.349214 31 1 -5 5 0 0 "act" 0.106441 -4.04449e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1999" 49 "Main_RecrDev_1999" 0.419599 32 1 -5 5 0 0 "act" 0.0985115 -5.57686e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2000" 50 "Main_RecrDev_2000" -0.0214569 33 1 -5 5 0 0 "act" 0.106877 1.16221e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2001" 51 "Main_RecrDev_2001" -0.0729452 34 1 -5 5 0 0 "act" 0.111023 -6.4927e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2002" 52 "Main_RecrDev_2002" 0.156813 35 1 -5 5 0 0 "act" 0.111685 -5.23831e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2003" 53 "Main_RecrDev_2003" 0.119907 36 1 -5 5 0 0 "act" 0.139379 -1.16986e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2004" 54 "Main_RecrDev_2004" 0.233229 37 1 -5 5 0 0 "act" 0.135863 3.66674e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2005" 55 "Main_RecrDev_2005" 0.0313671 38 1 -5 5 0 0 "act" 0.133196 -4.2786e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2006" 56 "Main_RecrDev_2006" -0.0213126 39 1 -5 5 0 0 "act" 0.121847 -4.09753e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2007" 57 "Main_RecrDev_2007" -0.0916556 40 1 -5 5 0 0 "act" 0.127493 -4.17799e-09 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2008" 58 "Main_RecrDev_2008" -0.122354 41 1 -5 5 0 0 "act" 0.126414 -1.30342e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2009" 59 "Main_RecrDev_2009" -0.315268 42 1 -5 5 0 0 "act" 0.124716 1.12046e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2010" 60 "Main_RecrDev_2010" -0.388112 43 1 -5 5 0 0 "act" 0.119214 3.18166e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2011" 61 "Main_RecrDev_2011" -0.420704 44 1 -5 5 0 0 "act" 0.113616 1.77904e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2012" 62 "Main_RecrDev_2012" -0.313741 45 1 -5 5 0 0 "act" 0.114456 1.61404e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2013" 63 "Main_RecrDev_2013" -0.178266 46 1 -5 5 0 0 "act" 0.100706 1.1094e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2014" 64 "Main_RecrDev_2014" -0.236676 47 1 -5 5 0 0 "act" 0.100471 4.60716e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2015" 65 "Main_RecrDev_2015" -0.228751 48 1 -5 5 0 0 "act" 0.104232 1.93186e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2016" 66 "Main_RecrDev_2016" -0.230635 49 1 -5 5 0 0 "act" 0.106626 8.65427e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2017" 67 "Main_RecrDev_2017" -0.12395 50 1 -5 5 0 0 "act" 0.106897 1.44413e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2018" 68 "Main_RecrDev_2018" -0.254517 51 1 -5 5 0 0 "act" 0.11094 -2.44861e-08 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2019" 69 "Main_RecrDev_2019" -0.142209 52 1 -5 5 0 0 "act" 0.116116 3.75221e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2020" 70 "Main_RecrDev_2020" 0.388756 53 1 -5 5 0 0 "act" 0.117432 -5.47844e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2021" 71 "Main_RecrDev_2021" 0.334555 54 1 -5 5 0 0 "act" 0.139904 -2.57473e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Late_RecrDev_2022" 72 "Late_RecrDev_2022" 0.064828 55 6 -5 5 0 0 "act" 0.188563 3.57396e-07 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ForeRecr_2023" 73 "ForeRecr_2023" 0 56 6 -5 5 0 0 "act" 0.2 0 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_1_flt_2F02_LL.JP.2" 74 "InitF_seas_1_flt_2F02_LL.JP.2" 0.842069 57 5 0 5 0.063 0.063 "OK" 0.131191 -5.18394e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_2_flt_2F02_LL.JP.2" 75 "InitF_seas_2_flt_2F02_LL.JP.2" 0.845645 58 5 0 5 0.063 0.063 "OK" 0.134567 2.02232e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_3_flt_2F02_LL.JP.2" 76 "InitF_seas_3_flt_2F02_LL.JP.2" 0.806931 59 5 0 5 0.063 0.063 "OK" 0.124985 -1.51988e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_4_flt_2F02_LL.JP.2" 77 "InitF_seas_4_flt_2F02_LL.JP.2" 0.803096 60 5 0 5 0.063 0.063 "OK" 0.121921 2.10428e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LnQ_base_S01_INDEX.1-4(15)" 78 "LnQ_base_S01_INDEX.1-4(15)" -4.33442 NA -1 -25 25 -5.44532 -5.44532 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F01_LL.JP.1(1)" 79 "Size_DblN_peak_F01_LL.JP.1(1)" 178.259 61 2 45 325 175.466 175.466 "OK" 4.28524 -5.52387e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F01_LL.JP.1(1)" 80 "Size_DblN_top_logit_F01_LL.JP.1(1)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F01_LL.JP.1(1)" 81 "Size_DblN_ascend_se_F01_LL.JP.1(1)" 7.28607 62 4 -10 10 7.25927 7.25927 "OK" 0.18985 -6.65919e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F01_LL.JP.1(1)" 82 "Size_DblN_descend_se_F01_LL.JP.1(1)" 4.6552 63 5 -10 10 5.14734 5.14734 "OK" 0.958116 -2.93756e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F01_LL.JP.1(1)" 83 "Size_DblN_start_logit_F01_LL.JP.1(1)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F01_LL.JP.1(1)" 84 "Size_DblN_end_logit_F01_LL.JP.1(1)" -0.0531635 64 3 -999 9 -1.00126 -1.00126 "HI" 0.315142 2.6262e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F02_LL.JP.2(2)" 85 "Size_DblN_peak_F02_LL.JP.2(2)" 193.573 65 2 45 325 196.432 196.432 "OK" 2.03128 1.47023e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F02_LL.JP.2(2)" 86 "Size_DblN_top_logit_F02_LL.JP.2(2)" 0.147493 66 3 -10 10 0.108229 0.108229 "OK" 57.0711 6.00601e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F02_LL.JP.2(2)" 87 "Size_DblN_ascend_se_F02_LL.JP.2(2)" 5.77144 67 4 -10 10 6.93494 6.93494 "OK" 0.221564 2.18512e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F02_LL.JP.2(2)" 88 "Size_DblN_descend_se_F02_LL.JP.2(2)" 0.00162278 68 5 -10 10 0.00147782 0.00147782 "OK" 223.691 -8.23057e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F02_LL.JP.2(2)" 89 "Size_DblN_start_logit_F02_LL.JP.2(2)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F02_LL.JP.2(2)" 90 "Size_DblN_end_logit_F02_LL.JP.2(2)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F03_LL.JP.3(3)" 91 "Size_DblN_peak_F03_LL.JP.3(3)" 196.873 69 2 45 325 192.025 192.025 "OK" 11.7771 4.31588e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F03_LL.JP.3(3)" 92 "Size_DblN_top_logit_F03_LL.JP.3(3)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F03_LL.JP.3(3)" 93 "Size_DblN_ascend_se_F03_LL.JP.3(3)" 6.26744 70 4 -10 10 6.14855 6.14855 "OK" 0.763909 9.65473e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F03_LL.JP.3(3)" 94 "Size_DblN_descend_se_F03_LL.JP.3(3)" 1.97608 71 5 -10 10 3.95241 3.95241 "OK" 8.53899 6.20034e-09 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
