"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"Early_InitAge_4" 26 "Early_InitAge_4" 0.0560624 12 2 -5 5 0 0 "act" 0.203406 4.70242e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_3" 27 "Early_InitAge_3" 0.0687585 13 2 -5 5 0 0 "act" 0.203386 6.68437e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_2" 28 "Early_InitAge_2" 0.0712556 14 2 -5 5 0 0 "act" 0.203067 -4.80028e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_1" 29 "Early_InitAge_1" 0.0909603 15 2 -5 5 0 0 "act" 0.203717 -4.44756e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1952" 30 "Main_RecrDev_1952" 0.124796 16 1 -5 5 0 0 "act" 0.20027 0.000150718 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1953" 31 "Main_RecrDev_1953" 0.102884 17 1 -5 5 0 0 "act" 0.197001 0.000141777 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1954" 32 "Main_RecrDev_1954" 0.0731767 18 1 -5 5 0 0 "act" 0.195089 0.00010766 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1955" 33 "Main_RecrDev_1955" 0.0542437 19 1 -5 5 0 0 "act" 0.194074 0.000115429 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1956" 34 "Main_RecrDev_1956" 0.0630131 20 1 -5 5 0 0 "act" 0.194741 0.000135318 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1957" 35 "Main_RecrDev_1957" 0.0927196 21 1 -5 5 0 0 "act" 0.196879 0.000107891 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1958" 36 "Main_RecrDev_1958" 0.110848 22 1 -5 5 0 0 "act" 0.19551 0.000146863 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1959" 37 "Main_RecrDev_1959" 0.0941415 23 1 -5 5 0 0 "act" 0.196618 0.000121058 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1960" 38 "Main_RecrDev_1960" 0.111498 24 1 -5 5 0 0 "act" 0.19461 0.000110779 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1961" 39 "Main_RecrDev_1961" 0.080187 25 1 -5 5 0 0 "act" 0.191561 9.12547e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1962" 40 "Main_RecrDev_1962" 0.0211834 26 1 -5 5 0 0 "act" 0.192631 0.000120408 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1963" 41 "Main_RecrDev_1963" 0.0196843 27 1 -5 5 0 0 "act" 0.192345 9.20656e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1964" 42 "Main_RecrDev_1964" 0.014989 28 1 -5 5 0 0 "act" 0.192948 8.30211e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1965" 43 "Main_RecrDev_1965" -0.00582299 29 1 -5 5 0 0 "act" 0.191878 0.00011746 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1966" 44 "Main_RecrDev_1966" -0.0217588 30 1 -5 5 0 0 "act" 0.191734 4.65044e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1967" 45 "Main_RecrDev_1967" -0.0133008 31 1 -5 5 0 0 "act" 0.192692 7.62326e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1968" 46 "Main_RecrDev_1968" 0.0103657 32 1 -5 5 0 0 "act" 0.191601 7.32017e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1969" 47 "Main_RecrDev_1969" -0.00685157 33 1 -5 5 0 0 "act" 0.187206 1.52973e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1970" 48 "Main_RecrDev_1970" -0.0572181 34 1 -5 5 0 0 "act" 0.181861 -1.46187e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1971" 49 "Main_RecrDev_1971" -0.0471631 35 1 -5 5 0 0 "act" 0.182508 -4.89776e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1972" 50 "Main_RecrDev_1972" -0.0266282 36 1 -5 5 0 0 "act" 0.185889 -5.14989e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1973" 51 "Main_RecrDev_1973" 0.0173837 37 1 -5 5 0 0 "act" 0.183685 -0.000109316 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1974" 52 "Main_RecrDev_1974" -0.0655395 38 1 -5 5 0 0 "act" 0.183334 -6.52556e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1975" 53 "Main_RecrDev_1975" -0.0958384 39 1 -5 5 0 0 "act" 0.180382 -0.000125089 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1976" 54 "Main_RecrDev_1976" -0.0315206 40 1 -5 5 0 0 "act" 0.176123 -0.00011427 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1977" 55 "Main_RecrDev_1977" -0.0135371 41 1 -5 5 0 0 "act" 0.175452 -0.000172576 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1978" 56 "Main_RecrDev_1978" 0.139024 42 1 -5 5 0 0 "act" 0.147986 -0.000229648 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1979" 57 "Main_RecrDev_1979" 0.11316 43 1 -5 5 0 0 "act" 0.148951 -0.00021565 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1980" 58 "Main_RecrDev_1980" 0.189286 44 1 -5 5 0 0 "act" 0.131853 -0.000294817 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1981" 59 "Main_RecrDev_1981" -0.249233 45 1 -5 5 0 0 "act" 0.145661 -0.000137118 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1982" 60 "Main_RecrDev_1982" -0.0555557 46 1 -5 5 0 0 "act" 0.133257 -0.000201721 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1983" 61 "Main_RecrDev_1983" -0.201383 47 1 -5 5 0 0 "act" 0.142825 -0.000139263 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1984" 62 "Main_RecrDev_1984" -0.197342 48 1 -5 5 0 0 "act" 0.139665 -0.000167959 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1985" 63 "Main_RecrDev_1985" -0.47586 49 1 -5 5 0 0 "act" 0.147003 -6.17403e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1986" 64 "Main_RecrDev_1986" -0.166892 50 1 -5 5 0 0 "act" 0.171841 -9.69811e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1987" 65 "Main_RecrDev_1987" 0.358203 51 1 -5 5 0 0 "act" 0.141681 -0.000215785 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1988" 66 "Main_RecrDev_1988" 0.0280939 52 1 -5 5 0 0 "act" 0.167069 -0.000127138 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1989" 67 "Main_RecrDev_1989" -0.119004 53 1 -5 5 0 0 "act" 0.163863 -3.09641e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1990" 68 "Main_RecrDev_1990" -0.127889 54 1 -5 5 0 0 "act" 0.172783 -4.99677e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1991" 69 "Main_RecrDev_1991" 0.0386058 55 1 -5 5 0 0 "act" 0.178961 -2.80372e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1992" 70 "Main_RecrDev_1992" 0.23316 56 1 -5 5 0 0 "act" 0.178312 -8.55431e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1993" 71 "Main_RecrDev_1993" 0.20392 57 1 -5 5 0 0 "act" 0.176618 -7.75897e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1994" 72 "Main_RecrDev_1994" 0.026856 58 1 -5 5 0 0 "act" 0.166145 -4.13628e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1995" 73 "Main_RecrDev_1995" -0.0175783 59 1 -5 5 0 0 "act" 0.162121 1.471e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1996" 74 "Main_RecrDev_1996" 0.687181 60 1 -5 5 0 0 "act" 0.0979215 -0.000116865 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1997" 75 "Main_RecrDev_1997" 0.125414 61 1 -5 5 0 0 "act" 0.122565 -8.02826e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1998" 76 "Main_RecrDev_1998" 0.409344 62 1 -5 5 0 0 "act" 0.0954945 -7.47999e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1999" 77 "Main_RecrDev_1999" 0.289651 63 1 -5 5 0 0 "act" 0.0956409 -5.83853e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2000" 78 "Main_RecrDev_2000" -0.368677 64 1 -5 5 0 0 "act" 0.128177 3.38878e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2001" 79 "Main_RecrDev_2001" 0.324243 65 1 -5 5 0 0 "act" 0.0968476 -8.84838e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2002" 80 "Main_RecrDev_2002" -0.146213 66 1 -5 5 0 0 "act" 0.139638 -1.17524e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2003" 81 "Main_RecrDev_2003" -0.0197971 67 1 -5 5 0 0 "act" 0.141978 -2.57919e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2004" 82 "Main_RecrDev_2004" 0.0157351 68 1 -5 5 0 0 "act" 0.146161 1.46655e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2005" 83 "Main_RecrDev_2005" -0.14245 69 1 -5 5 0 0 "act" 0.155241 3.3841e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2006" 84 "Main_RecrDev_2006" 0.0667037 70 1 -5 5 0 0 "act" 0.155878 3.0317e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2007" 85 "Main_RecrDev_2007" 0.0206959 71 1 -5 5 0 0 "act" 0.156378 3.16578e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2008" 86 "Main_RecrDev_2008" -0.0719978 72 1 -5 5 0 0 "act" 0.151988 3.44282e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2009" 87 "Main_RecrDev_2009" -0.161396 73 1 -5 5 0 0 "act" 0.153557 4.71157e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2010" 88 "Main_RecrDev_2010" -0.211434 74 1 -5 5 0 0 "act" 0.139308 4.73225e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2011" 89 "Main_RecrDev_2011" -0.239029 75 1 -5 5 0 0 "act" 0.136111 6.38471e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2012" 90 "Main_RecrDev_2012" -0.246705 76 1 -5 5 0 0 "act" 0.128641 6.99539e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2013" 91 "Main_RecrDev_2013" 0.00064743 77 1 -5 5 0 0 "act" 0.113525 7.0085e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2014" 92 "Main_RecrDev_2014" -0.259988 78 1 -5 5 0 0 "act" 0.111596 8.81546e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2015" 93 "Main_RecrDev_2015" -0.15487 79 1 -5 5 0 0 "act" 0.106652 0.000100776 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2016" 94 "Main_RecrDev_2016" -0.0881598 80 1 -5 5 0 0 "act" 0.117039 0.000105721 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2017" 95 "Main_RecrDev_2017" -0.120156 81 1 -5 5 0 0 "act" 0.123981 0.000110159 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2018" 96 "Main_RecrDev_2018" -0.366911 82 1 -5 5 0 0 "act" 0.11714 0.000117297 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2019" 97 "Main_RecrDev_2019" -0.056699 83 1 -5 5 0 0 "act" 0.118746 0.000123011 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2020" 98 "Main_RecrDev_2020" 0.315412 84 1 -5 5 0 0 "act" 0.151353 0.000128644 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2021" 99 "Main_RecrDev_2021" 0.0739533 85 1 -5 5 0 0 "act" 0.179331 0.000127842 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
