"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"Size_DblN_end_logit_F03_LL.JP.3(3)" 96 "Size_DblN_end_logit_F03_LL.JP.3(3)" -0.203926 68 3 -999 9 0 0 "HI" 0.471191 2.72762e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F04_LL.JP.4(4)" 97 "Size_DblN_peak_F04_LL.JP.4(4)" 179.581 69 2 45 325 100 100 "OK" 6.90136 -9.15798e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F04_LL.JP.4(4)" 98 "Size_DblN_top_logit_F04_LL.JP.4(4)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F04_LL.JP.4(4)" 99 "Size_DblN_ascend_se_F04_LL.JP.4(4)" 7.22933 70 4 -10 10 0 0 "OK" 0.349474 8.20253e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F04_LL.JP.4(4)" 100 "Size_DblN_descend_se_F04_LL.JP.4(4)" 4.96125 71 5 -10 10 0 0 "OK" 1.20198 3.2981e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F04_LL.JP.4(4)" 101 "Size_DblN_start_logit_F04_LL.JP.4(4)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F04_LL.JP.4(4)" 102 "Size_DblN_end_logit_F04_LL.JP.4(4)" -1.46735 72 3 -999 9 0 0 "OK" 0.525921 5.23087e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F05_LL.TW.4(5)" 103 "SizeSel_P1_F05_LL.TW.4(5)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F05_LL.TW.4(5)" 104 "SizeSel_P2_F05_LL.TW.4(5)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F06_LL.AU.2(6)" 105 "Size_DblN_peak_F06_LL.AU.2(6)" 182.632 73 2 45 325 100 100 "OK" 0.712322 -3.42305e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F06_LL.AU.2(6)" 106 "Size_DblN_top_logit_F06_LL.AU.2(6)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F06_LL.AU.2(6)" 107 "Size_DblN_ascend_se_F06_LL.AU.2(6)" 5.66444 74 4 -10 10 0 0 "OK" 0.0925595 2.86742e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F06_LL.AU.2(6)" 108 "Size_DblN_descend_se_F06_LL.AU.2(6)" 5.33581 75 5 -10 10 0 0 "OK" 0.122035 -2.75577e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F06_LL.AU.2(6)" 109 "Size_DblN_start_logit_F06_LL.AU.2(6)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F06_LL.AU.2(6)" 110 "Size_DblN_end_logit_F06_LL.AU.2(6)" -2.14536 76 3 -999 9 0 0 "OK" 0.136892 -4.31073e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F07_LL.AU.3(7)" 111 "Size_DblN_peak_F07_LL.AU.3(7)" 187.246 77 2 45 325 100 100 "OK" 1.36356 -2.79742e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F07_LL.AU.3(7)" 112 "Size_DblN_top_logit_F07_LL.AU.3(7)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F07_LL.AU.3(7)" 113 "Size_DblN_ascend_se_F07_LL.AU.3(7)" 6.06471 78 4 -10 10 0 0 "OK" 0.148974 -3.23523e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F07_LL.AU.3(7)" 114 "Size_DblN_descend_se_F07_LL.AU.3(7)" 5.14204 79 5 -10 10 0 0 "OK" 0.277861 4.90126e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F07_LL.AU.3(7)" 115 "Size_DblN_start_logit_F07_LL.AU.3(7)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F07_LL.AU.3(7)" 116 "Size_DblN_end_logit_F07_LL.AU.3(7)" -1.55445 80 3 -999 9 0 0 "OK" 0.228355 -4.7864e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F08_LL.NZ.3(8)" 117 "SizeSel_P1_F08_LL.NZ.3(8)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F08_LL.NZ.3(8)" 118 "SizeSel_P2_F08_LL.NZ.3(8)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F09.REC.AU.3(9)" 119 "Size_DblN_peak_F09.REC.AU.3(9)" 183.489 81 2 45 325 100 100 "OK" 4.83954 3.42457e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F09.REC.AU.3(9)" 120 "Size_DblN_top_logit_F09.REC.AU.3(9)" -0.686316 82 3 -10 10 0 0 "OK" 0.471733 7.65031e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F09.REC.AU.3(9)" 121 "Size_DblN_ascend_se_F09.REC.AU.3(9)" 4.61448 83 4 -10 10 0 0 "OK" 0.945003 1.39886e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F09.REC.AU.3(9)" 122 "Size_DblN_descend_se_F09.REC.AU.3(9)" -3.09942 84 5 -10 10 0 0 "OK" 70.7342 -1.24991e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F09.REC.AU.3(9)" 123 "Size_DblN_start_logit_F09.REC.AU.3(9)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F09.REC.AU.3(9)" 124 "Size_DblN_end_logit_F09.REC.AU.3(9)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_inflection_F10_REC.NZ.3(10)" 125 "Size_inflection_F10_REC.NZ.3(10)" 187.853 85 2 45 325 100 100 "OK" 1.81591 2.75566e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_95%width_F10_REC.NZ.3(10)" 126 "Size_95%width_F10_REC.NZ.3(10)" 19.5876 86 3 0 500 10 10 "OK" 2.67793 9.03836e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F11_LL.ALL.1(11)" 127 "SizeSel_P1_F11_LL.ALL.1(11)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F11_LL.ALL.1(11)" 128 "SizeSel_P2_F11_LL.ALL.1(11)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F12_LL.ALL.2(12)" 129 "Size_DblN_peak_F12_LL.ALL.2(12)" 177.721 87 2 45 325 100 100 "OK" 2.55246 2.52285e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F12_LL.ALL.2(12)" 130 "Size_DblN_top_logit_F12_LL.ALL.2(12)" -9.77624 88 3 -10 10 0 0 "OK" 6.40484 5.46823e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F12_LL.ALL.2(12)" 131 "Size_DblN_ascend_se_F12_LL.ALL.2(12)" 7.29868 89 4 -10 10 0 0 "OK" 0.168401 4.49149e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F12_LL.ALL.2(12)" 132 "Size_DblN_descend_se_F12_LL.ALL.2(12)" 6.68782 90 5 -10 10 0 0 "OK" 0.206304 -6.8087e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F12_LL.ALL.2(12)" 133 "Size_DblN_start_logit_F12_LL.ALL.2(12)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F12_LL.ALL.2(12)" 134 "Size_DblN_end_logit_F12_LL.ALL.2(12)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F13_LL.ALL.3(13)" 135 "SizeSel_P1_F13_LL.ALL.3(13)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F13_LL.ALL.3(13)" 136 "SizeSel_P2_F13_LL.ALL.3(13)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F14_LL.ALL.4(14)" 137 "SizeSel_P1_F14_LL.ALL.4(14)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F14_LL.ALL.4(14)" 138 "SizeSel_P2_F14_LL.ALL.4(14)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_S01_INDEX.1-4(15)" 139 "Size_DblN_peak_S01_INDEX.1-4(15)" 166.437 91 2 45 325 100 100 "OK" 18.338 1.69597e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_S01_INDEX.1-4(15)" 140 "Size_DblN_top_logit_S01_INDEX.1-4(15)" 0.455676 92 3 -10 10 0 0 "OK" 46.7981 2.37944e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_S01_INDEX.1-4(15)" 141 "Size_DblN_ascend_se_S01_INDEX.1-4(15)" 6.25712 93 4 -10 10 0 0 "OK" 1.31282 -2.03652e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_S01_INDEX.1-4(15)" 142 "Size_DblN_descend_se_S01_INDEX.1-4(15)" 0.00392247 94 5 -10 10 0 0 "OK" 223.855 6.13847e-09 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_S01_INDEX.1-4(15)" 143 "Size_DblN_start_logit_S01_INDEX.1-4(15)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_S01_INDEX.1-4(15)" 144 "Size_DblN_end_logit_S01_INDEX.1-4(15)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F01_LL.JP.1(1)" 145 "minage@sel=1_F01_LL.JP.1(1)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F01_LL.JP.1(1)" 146 "maxage@sel=1_F01_LL.JP.1(1)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F02_LL.JP.2(2)" 147 "minage@sel=1_F02_LL.JP.2(2)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F02_LL.JP.2(2)" 148 "maxage@sel=1_F02_LL.JP.2(2)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F03_LL.JP.3(3)" 149 "minage@sel=1_F03_LL.JP.3(3)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F03_LL.JP.3(3)" 150 "maxage@sel=1_F03_LL.JP.3(3)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F04_LL.JP.4(4)" 151 "minage@sel=1_F04_LL.JP.4(4)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F04_LL.JP.4(4)" 152 "maxage@sel=1_F04_LL.JP.4(4)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F05_LL.TW.4(5)" 153 "minage@sel=1_F05_LL.TW.4(5)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F05_LL.TW.4(5)" 154 "maxage@sel=1_F05_LL.TW.4(5)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F06_LL.AU.2(6)" 155 "minage@sel=1_F06_LL.AU.2(6)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F06_LL.AU.2(6)" 156 "maxage@sel=1_F06_LL.AU.2(6)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F07_LL.AU.3(7)" 157 "minage@sel=1_F07_LL.AU.3(7)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F07_LL.AU.3(7)" 158 "maxage@sel=1_F07_LL.AU.3(7)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F08_LL.NZ.3(8)" 159 "minage@sel=1_F08_LL.NZ.3(8)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F08_LL.NZ.3(8)" 160 "maxage@sel=1_F08_LL.NZ.3(8)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F09.REC.AU.3(9)" 161 "minage@sel=1_F09.REC.AU.3(9)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F09.REC.AU.3(9)" 162 "maxage@sel=1_F09.REC.AU.3(9)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F10_REC.NZ.3(10)" 163 "minage@sel=1_F10_REC.NZ.3(10)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F10_REC.NZ.3(10)" 164 "maxage@sel=1_F10_REC.NZ.3(10)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F11_LL.ALL.1(11)" 165 "minage@sel=1_F11_LL.ALL.1(11)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F11_LL.ALL.1(11)" 166 "maxage@sel=1_F11_LL.ALL.1(11)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F12_LL.ALL.2(12)" 167 "minage@sel=1_F12_LL.ALL.2(12)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F12_LL.ALL.2(12)" 168 "maxage@sel=1_F12_LL.ALL.2(12)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F13_LL.ALL.3(13)" 169 "minage@sel=1_F13_LL.ALL.3(13)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F13_LL.ALL.3(13)" 170 "maxage@sel=1_F13_LL.ALL.3(13)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F14_LL.ALL.4(14)" 171 "minage@sel=1_F14_LL.ALL.4(14)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F14_LL.ALL.4(14)" 172 "maxage@sel=1_F14_LL.ALL.4(14)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_S01_INDEX.1-4(15)" 173 "minage@sel=1_S01_INDEX.1-4(15)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_S01_INDEX.1-4(15)" 174 "maxage@sel=1_S01_INDEX.1-4(15)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
