"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"Eggs_exp_wt_Fem_GP_1" 11 "Eggs_exp_wt_Fem_GP_1" 1 NA -3 -3 3 1 1 NA NA NA "Normal" 1 0.5 0 1 1 1 -2.94 -2.4 -1.8 -1.2 -0.6 0 0.6 1.2 1.8 2.4 2.94 0 0 0 31.0472 23.12 15.68 9.68 5.12 2 0.32 0.08 1.28 3.92 7.5272
"L_at_Amin_Mal_GP_1" 12 "L_at_Amin_Mal_GP_1" 5 4 7 5 100 77.3185 77.3185 "LO" 0.00226141 -8.34481e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"L_at_Amax_Mal_GP_1" 13 "L_at_Amax_Mal_GP_1" 215.59 5 6 50 600 219.161 219.161 "OK" 6.08981 0.00908711 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"VonBert_K_Mal_GP_1" 14 "VonBert_K_Mal_GP_1" 0.627175 6 8 0.01 0.99 0.461432 0.461432 "OK" 0.0450535 0.00233961 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SD_young_Mal_GP_1" 15 "SD_young_Mal_GP_1" 9.9314 NA -2 0.01 20 9.9314 9.9314 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SD_old_Mal_GP_1" 16 "SD_old_Mal_GP_1" 11.0517 NA -3 0.01 20 11.0517 11.0517 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Wtlen_1_Mal_GP_1" 17 "Wtlen_1_Mal_GP_1" 5.39942e-07 NA -3 -3 3 5.39942e-07 5.39942e-07 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Wtlen_2_Mal_GP_1" 18 "Wtlen_2_Mal_GP_1" 3.58378 NA -3 -3 5 3.58378 3.58378 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"CohortGrowDev" 19 "CohortGrowDev" 1 NA -1 0.1 10 1 1 NA NA NA "Normal" 1 1 0 1 1 1 0.199 1.09 2.08 3.07 4.06 5.05 6.04 7.03 8.02 9.01 9.901 0 0 0 0.3208 0.00405 0.5832 2.14245 4.6818 8.20125 12.7008 18.1804 24.6402 32.08 39.6139
"FracFemale_GP_1" 20 "FracFemale_GP_1" 0.5 NA -99 1e-06 0.999999 0.5 0.5 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_LN(R0)" 21 "SR_LN(R0)" 5.10191 7 1 2 15 5.07803 5.07803 "OK" 0.0435685 0.0469701 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_BH_steep" 22 "SR_BH_steep" 0.8 NA -2 0.2 0.99 0.8 0.8 NA NA NA "Normal" 0.8 1000 0 0.8 0.8 0.8 0.2079 0.279 0.358 0.437 0.516 0.595 0.674 0.753 0.832 0.911 0.9821 0 0 0 1.75291e-07 1.3572e-07 9.7682e-08 6.58845e-08 4.0328e-08 2.10125e-08 7.938e-09 1.1045e-09 5.12e-10 6.1605e-09 1.65802e-08
"SR_sigmaR" 23 "SR_sigmaR" 0.2 NA -4 0.05 1.9 0.2 0.2 NA NA NA "Normal" 0.2 1000 0 0.2 0.2 0.2 0.0685 0.235 0.42 0.605 0.79 0.975 1.16 1.345 1.53 1.715 1.8815 0 0 0 8.64613e-09 6.125e-10 2.42e-08 8.20125e-08 1.7405e-07 3.00312e-07 4.608e-07 6.55512e-07 8.8445e-07 1.14761e-06 1.41372e-06
"SR_regime" 24 "SR_regime" 0 NA -1 -4 4 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_autocorr" 25 "SR_autocorr" 0 NA -1 0 0 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_10" 26 "Early_InitAge_10" -0.012716 8 2 -5 5 0 0 "act" 0.199005 2.40756e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_9" 27 "Early_InitAge_9" -0.00517841 9 2 -5 5 0 0 "act" 0.199532 1.28921e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_8" 28 "Early_InitAge_8" -0.00635356 10 2 -5 5 0 0 "act" 0.199453 3.39866e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_7" 29 "Early_InitAge_7" -0.00639898 11 2 -5 5 0 0 "act" 0.199493 2.33789e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_6" 30 "Early_InitAge_6" -0.00267554 12 2 -5 5 0 0 "act" 0.199841 -1.80073e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_5" 31 "Early_InitAge_5" 0.0102376 13 2 -5 5 0 0 "act" 0.200743 1.47768e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_4" 32 "Early_InitAge_4" 0.0360981 14 2 -5 5 0 0 "act" 0.20193 8.58249e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_3" 33 "Early_InitAge_3" 0.0510179 15 2 -5 5 0 0 "act" 0.201873 -1.06678e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_2" 34 "Early_InitAge_2" 0.0486951 16 2 -5 5 0 0 "act" 0.201213 -3.07113e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_1" 35 "Early_InitAge_1" 0.0619574 17 2 -5 5 0 0 "act" 0.201596 2.20841e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1952" 36 "Main_RecrDev_1952" 0.0877932 18 1 -5 5 0 0 "act" 0.198944 -0.000915039 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1953" 37 "Main_RecrDev_1953" 0.0719996 19 1 -5 5 0 0 "act" 0.196112 -0.000906285 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1954" 38 "Main_RecrDev_1954" 0.0467487 20 1 -5 5 0 0 "act" 0.194287 -0.000905191 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1955" 39 "Main_RecrDev_1955" 0.0282382 21 1 -5 5 0 0 "act" 0.193086 -0.000888422 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1956" 40 "Main_RecrDev_1956" 0.0288113 22 1 -5 5 0 0 "act" 0.193318 -0.000897793 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1957" 41 "Main_RecrDev_1957" 0.0550552 23 1 -5 5 0 0 "act" 0.195136 -0.000859739 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1958" 42 "Main_RecrDev_1958" 0.0766323 24 1 -5 5 0 0 "act" 0.193857 -0.000843606 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1959" 43 "Main_RecrDev_1959" 0.0596059 25 1 -5 5 0 0 "act" 0.194529 -0.000801438 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1960" 44 "Main_RecrDev_1960" 0.0713574 26 1 -5 5 0 0 "act" 0.193305 -0.000743282 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1961" 45 "Main_RecrDev_1961" 0.0529172 27 1 -5 5 0 0 "act" 0.190424 -0.000646504 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1962" 46 "Main_RecrDev_1962" -0.00434542 28 1 -5 5 0 0 "act" 0.191427 -0.000569064 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1963" 47 "Main_RecrDev_1963" -0.00482729 29 1 -5 5 0 0 "act" 0.191448 -0.000542302 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1964" 48 "Main_RecrDev_1964" -0.00417712 30 1 -5 5 0 0 "act" 0.192614 -0.000500744 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1965" 49 "Main_RecrDev_1965" -0.0230474 31 1 -5 5 0 0 "act" 0.19125 -0.00024736 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1966" 50 "Main_RecrDev_1966" -0.0339537 32 1 -5 5 0 0 "act" 0.19113 -0.000209941 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1967" 51 "Main_RecrDev_1967" -0.0315302 33 1 -5 5 0 0 "act" 0.192535 -0.000194005 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1968" 52 "Main_RecrDev_1968" -0.00930748 34 1 -5 5 0 0 "act" 0.192232 9.61063e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1969" 53 "Main_RecrDev_1969" -0.0173991 35 1 -5 5 0 0 "act" 0.189137 0.000402882 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1970" 54 "Main_RecrDev_1970" -0.068755 36 1 -5 5 0 0 "act" 0.182903 0.000757739 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1971" 55 "Main_RecrDev_1971" -0.0623499 37 1 -5 5 0 0 "act" 0.183524 0.000947259 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1972" 56 "Main_RecrDev_1972" -0.0402395 38 1 -5 5 0 0 "act" 0.186688 0.00119923 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1973" 57 "Main_RecrDev_1973" 0.0107359 39 1 -5 5 0 0 "act" 0.185669 0.00159994 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1974" 58 "Main_RecrDev_1974" -0.047467 40 1 -5 5 0 0 "act" 0.186559 0.00160927 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1975" 59 "Main_RecrDev_1975" -0.0909963 41 1 -5 5 0 0 "act" 0.183204 0.00153394 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1976" 60 "Main_RecrDev_1976" -0.02867 42 1 -5 5 0 0 "act" 0.179965 0.00191865 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1977" 61 "Main_RecrDev_1977" -0.0273249 43 1 -5 5 0 0 "act" 0.176618 0.00221144 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1978" 62 "Main_RecrDev_1978" 0.0953678 44 1 -5 5 0 0 "act" 0.153472 0.00259455 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1979" 63 "Main_RecrDev_1979" 0.0834218 45 1 -5 5 0 0 "act" 0.152666 0.00239859 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1980" 64 "Main_RecrDev_1980" 0.207375 46 1 -5 5 0 0 "act" 0.13089 0.0029406 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1981" 65 "Main_RecrDev_1981" -0.265363 47 1 -5 5 0 0 "act" 0.145062 0.00156264 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1982" 66 "Main_RecrDev_1982" -0.0791348 48 1 -5 5 0 0 "act" 0.134795 0.0016876 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1983" 67 "Main_RecrDev_1983" -0.197359 49 1 -5 5 0 0 "act" 0.146737 0.00117252 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1984" 68 "Main_RecrDev_1984" -0.151715 50 1 -5 5 0 0 "act" 0.137014 0.00133982 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1985" 69 "Main_RecrDev_1985" -0.456395 51 1 -5 5 0 0 "act" 0.147343 0.000507509 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1986" 70 "Main_RecrDev_1986" -0.210887 52 1 -5 5 0 0 "act" 0.171887 0.000505275 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1987" 71 "Main_RecrDev_1987" 0.353275 53 1 -5 5 0 0 "act" 0.147597 0.00130947 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1988" 72 "Main_RecrDev_1988" 0.0618331 54 1 -5 5 0 0 "act" 0.172386 0.000563931 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1989" 73 "Main_RecrDev_1989" -0.102949 55 1 -5 5 0 0 "act" 0.163598 0.000182725 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1990" 74 "Main_RecrDev_1990" -0.120957 56 1 -5 5 0 0 "act" 0.175169 -8.85382e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1991" 75 "Main_RecrDev_1991" 0.0184233 57 1 -5 5 0 0 "act" 0.179393 -0.000124668 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1992" 76 "Main_RecrDev_1992" 0.244414 58 1 -5 5 0 0 "act" 0.179723 4.96677e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1993" 77 "Main_RecrDev_1993" 0.223652 59 1 -5 5 0 0 "act" 0.177471 5.72892e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1994" 78 "Main_RecrDev_1994" 0.046306 60 1 -5 5 0 0 "act" 0.169153 -0.000218285 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1995" 79 "Main_RecrDev_1995" -0.0686791 61 1 -5 5 0 0 "act" 0.164618 -0.000439 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1996" 80 "Main_RecrDev_1996" 0.672118 62 1 -5 5 0 0 "act" 0.105238 9.97639e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1997" 81 "Main_RecrDev_1997" 0.152917 63 1 -5 5 0 0 "act" 0.128367 -0.000402411 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1998" 82 "Main_RecrDev_1998" 0.349181 64 1 -5 5 0 0 "act" 0.0988157 -0.00025394 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1999" 83 "Main_RecrDev_1999" 0.313928 65 1 -5 5 0 0 "act" 0.0954726 -0.000306588 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2000" 84 "Main_RecrDev_2000" -0.316972 66 1 -5 5 0 0 "act" 0.128612 -0.000608064 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2001" 85 "Main_RecrDev_2001" 0.326498 67 1 -5 5 0 0 "act" 0.103333 -0.000287778 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2002" 86 "Main_RecrDev_2002" -0.108225 68 1 -5 5 0 0 "act" 0.141805 -0.000519584 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2003" 87 "Main_RecrDev_2003" -0.0349222 69 1 -5 5 0 0 "act" 0.14237 -0.000531837 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2004" 88 "Main_RecrDev_2004" 0.0122519 70 1 -5 5 0 0 "act" 0.147898 -0.000597709 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2005" 89 "Main_RecrDev_2005" -0.103087 71 1 -5 5 0 0 "act" 0.15763 -0.000704326 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2006" 90 "Main_RecrDev_2006" 0.0577174 72 1 -5 5 0 0 "act" 0.158901 -0.000690916 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2007" 91 "Main_RecrDev_2007" 0.035476 73 1 -5 5 0 0 "act" 0.160356 -0.000712881 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2008" 92 "Main_RecrDev_2008" -0.0250339 74 1 -5 5 0 0 "act" 0.154736 -0.000743149 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2009" 93 "Main_RecrDev_2009" -0.116132 75 1 -5 5 0 0 "act" 0.1565 -0.000767203 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2010" 94 "Main_RecrDev_2010" -0.176541 76 1 -5 5 0 0 "act" 0.142225 -0.000779574 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2011" 95 "Main_RecrDev_2011" -0.210761 77 1 -5 5 0 0 "act" 0.138158 -0.0008034 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2012" 96 "Main_RecrDev_2012" -0.209646 78 1 -5 5 0 0 "act" 0.132762 -0.000838931 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2013" 97 "Main_RecrDev_2013" 0.0461359 79 1 -5 5 0 0 "act" 0.117578 -0.000829908 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2014" 98 "Main_RecrDev_2014" -0.211247 80 1 -5 5 0 0 "act" 0.11371 -0.000860563 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2015" 99 "Main_RecrDev_2015" -0.140664 81 1 -5 5 0 0 "act" 0.111047 -0.000878087 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
