"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"Eggs_exp_wt_Fem_GP_1" 11 "Eggs_exp_wt_Fem_GP_1" 1 NA -3 -3 3 1 1 NA NA NA "Normal" 1 0.5 0 1 1 1 -2.94 -2.4 -1.8 -1.2 -0.6 0 0.6 1.2 1.8 2.4 2.94 0 0 0 31.0472 23.12 15.68 9.68 5.12 2 0.32 0.08 1.28 3.92 7.5272
"CohortGrowDev" 12 "CohortGrowDev" 1 NA -1 0.1 10 1 1 NA NA NA "Normal" 1 1 0 1 1 1 0.199 1.09 2.08 3.07 4.06 5.05 6.04 7.03 8.02 9.01 9.901 0 0 0 0.3208 0.00405 0.5832 2.14245 4.6818 8.20125 12.7008 18.1804 24.6402 32.08 39.6139
"FracFemale_GP_1" 13 "FracFemale_GP_1" 0.5 NA -99 1e-06 0.999999 0.5 0.5 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_LN(R0)" 14 "SR_LN(R0)" 5.0776 4 1 2 15 5.07667 5.07667 "OK" 0.0264755 0.000738088 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_BH_steep" 15 "SR_BH_steep" 0.8 NA -2 0.2 0.99 0.8 0.8 NA NA NA "Normal" 0.8 1000 0 0.8 0.8 0.8 0.2079 0.279 0.358 0.437 0.516 0.595 0.674 0.753 0.832 0.911 0.9821 0 0 0 1.75291e-07 1.3572e-07 9.7682e-08 6.58845e-08 4.0328e-08 2.10125e-08 7.938e-09 1.1045e-09 5.12e-10 6.1605e-09 1.65802e-08
"SR_sigmaR" 16 "SR_sigmaR" 0.2 NA -4 0.05 1.9 0.2 0.2 NA NA NA "Normal" 0.2 1000 0 0.2 0.2 0.2 0.0685 0.235 0.42 0.605 0.79 0.975 1.16 1.345 1.53 1.715 1.8815 0 0 0 8.64613e-09 6.125e-10 2.42e-08 8.20125e-08 1.7405e-07 3.00312e-07 4.608e-07 6.55512e-07 8.8445e-07 1.14761e-06 1.41372e-06
"SR_regime" 17 "SR_regime" 0 NA -1 -4 4 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_autocorr" 18 "SR_autocorr" 0 NA -1 0 0 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_10" 19 "Early_InitAge_10" -0.0148705 5 2 -5 5 0 0 "act" 0.199113 3.00752e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_9" 20 "Early_InitAge_9" -0.00552472 6 2 -5 5 0 0 "act" 0.19955 -1.41335e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_8" 21 "Early_InitAge_8" -0.00547528 7 2 -5 5 0 0 "act" 0.199615 -3.03506e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_7" 22 "Early_InitAge_7" -0.00244963 8 2 -5 5 0 0 "act" 0.199948 -3.25284e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_6" 23 "Early_InitAge_6" 0.00745072 9 2 -5 5 0 0 "act" 0.200765 7.75214e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_5" 24 "Early_InitAge_5" 0.0294903 10 2 -5 5 0 0 "act" 0.202171 -2.4588e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_4" 25 "Early_InitAge_4" 0.0605091 11 2 -5 5 0 0 "act" 0.203521 8.73981e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_3" 26 "Early_InitAge_3" 0.0733073 12 2 -5 5 0 0 "act" 0.203605 8.29008e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_2" 27 "Early_InitAge_2" 0.0776696 13 2 -5 5 0 0 "act" 0.20345 -0.000120863 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_1" 28 "Early_InitAge_1" 0.0986143 14 2 -5 5 0 0 "act" 0.204045 -0.000207386 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1952" 29 "Main_RecrDev_1952" 0.133488 15 1 -5 5 0 0 "act" 0.200392 -7.88872e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1953" 30 "Main_RecrDev_1953" 0.108935 16 1 -5 5 0 0 "act" 0.197212 9.05499e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1954" 31 "Main_RecrDev_1954" 0.0719277 17 1 -5 5 0 0 "act" 0.195085 -7.3916e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1955" 32 "Main_RecrDev_1955" 0.0589841 18 1 -5 5 0 0 "act" 0.194312 6.90522e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1956" 33 "Main_RecrDev_1956" 0.0733962 19 1 -5 5 0 0 "act" 0.195443 3.33661e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1957" 34 "Main_RecrDev_1957" 0.0998068 20 1 -5 5 0 0 "act" 0.197311 -0.00012623 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1958" 35 "Main_RecrDev_1958" 0.117238 21 1 -5 5 0 0 "act" 0.196142 -0.000100762 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1959" 36 "Main_RecrDev_1959" 0.103037 22 1 -5 5 0 0 "act" 0.197034 -7.96806e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1960" 37 "Main_RecrDev_1960" 0.118793 23 1 -5 5 0 0 "act" 0.194827 -3.78596e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1961" 38 "Main_RecrDev_1961" 0.0832801 24 1 -5 5 0 0 "act" 0.192086 6.87527e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1962" 39 "Main_RecrDev_1962" 0.0271712 25 1 -5 5 0 0 "act" 0.192952 0.000179072 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1963" 40 "Main_RecrDev_1963" 0.0250529 26 1 -5 5 0 0 "act" 0.192616 4.1371e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1964" 41 "Main_RecrDev_1964" 0.0195978 27 1 -5 5 0 0 "act" 0.193182 -0.000100104 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1965" 42 "Main_RecrDev_1965" -0.00202483 28 1 -5 5 0 0 "act" 0.192195 -0.000113033 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1966" 43 "Main_RecrDev_1966" -0.0175795 29 1 -5 5 0 0 "act" 0.191985 -1.54787e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1967" 44 "Main_RecrDev_1967" -0.00681592 30 1 -5 5 0 0 "act" 0.19275 4.08724e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1968" 45 "Main_RecrDev_1968" 0.014421 31 1 -5 5 0 0 "act" 0.191419 3.35128e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1969" 46 "Main_RecrDev_1969" -0.00723473 32 1 -5 5 0 0 "act" 0.187081 -1.96668e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1970" 47 "Main_RecrDev_1970" -0.0495561 33 1 -5 5 0 0 "act" 0.182678 9.94726e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1971" 48 "Main_RecrDev_1971" -0.0342444 34 1 -5 5 0 0 "act" 0.183217 0.000163223 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1972" 49 "Main_RecrDev_1972" -0.0155889 35 1 -5 5 0 0 "act" 0.18608 -0.0001699 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1973" 50 "Main_RecrDev_1973" 0.013841 36 1 -5 5 0 0 "act" 0.183956 -0.000160044 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1974" 51 "Main_RecrDev_1974" -0.0696708 37 1 -5 5 0 0 "act" 0.182786 0.000133623 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1975" 52 "Main_RecrDev_1975" -0.093209 38 1 -5 5 0 0 "act" 0.180159 -6.15774e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1976" 53 "Main_RecrDev_1976" -0.0297054 39 1 -5 5 0 0 "act" 0.176187 -6.37115e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1977" 54 "Main_RecrDev_1977" -0.00414414 40 1 -5 5 0 0 "act" 0.175588 7.82524e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1978" 55 "Main_RecrDev_1978" 0.139253 41 1 -5 5 0 0 "act" 0.149339 -4.34489e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1979" 56 "Main_RecrDev_1979" 0.110203 42 1 -5 5 0 0 "act" 0.150426 5.88841e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1980" 57 "Main_RecrDev_1980" 0.177948 43 1 -5 5 0 0 "act" 0.133765 1.01153e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1981" 58 "Main_RecrDev_1981" -0.233957 44 1 -5 5 0 0 "act" 0.146889 9.89609e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1982" 59 "Main_RecrDev_1982" -0.0528312 45 1 -5 5 0 0 "act" 0.135462 3.63054e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1983" 60 "Main_RecrDev_1983" -0.197577 46 1 -5 5 0 0 "act" 0.143835 2.48889e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1984" 61 "Main_RecrDev_1984" -0.212646 47 1 -5 5 0 0 "act" 0.140007 -7.43411e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1985" 62 "Main_RecrDev_1985" -0.468838 48 1 -5 5 0 0 "act" 0.148277 0.000221713 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1986" 63 "Main_RecrDev_1986" -0.153541 49 1 -5 5 0 0 "act" 0.17153 -0.000142265 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1987" 64 "Main_RecrDev_1987" 0.353911 50 1 -5 5 0 0 "act" 0.143654 6.75518e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1988" 65 "Main_RecrDev_1988" 0.0166582 51 1 -5 5 0 0 "act" 0.166598 3.06376e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1989" 66 "Main_RecrDev_1989" -0.125257 52 1 -5 5 0 0 "act" 0.16394 0.00018638 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1990" 67 "Main_RecrDev_1990" -0.125974 53 1 -5 5 0 0 "act" 0.17315 -6.13088e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1991" 68 "Main_RecrDev_1991" 0.0423658 54 1 -5 5 0 0 "act" 0.179327 -0.000130863 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1992" 69 "Main_RecrDev_1992" 0.2263 55 1 -5 5 0 0 "act" 0.178717 -9.37434e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1993" 70 "Main_RecrDev_1993" 0.19355 56 1 -5 5 0 0 "act" 0.177051 -9.22182e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1994" 71 "Main_RecrDev_1994" 0.025502 57 1 -5 5 0 0 "act" 0.166812 0.000137221 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1995" 72 "Main_RecrDev_1995" -0.0111412 58 1 -5 5 0 0 "act" 0.163596 0.000139474 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1996" 73 "Main_RecrDev_1996" 0.691159 59 1 -5 5 0 0 "act" 0.0986396 7.38348e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1997" 74 "Main_RecrDev_1997" 0.119481 60 1 -5 5 0 0 "act" 0.124852 1.36771e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1998" 75 "Main_RecrDev_1998" 0.419412 61 1 -5 5 0 0 "act" 0.0966454 -1.42651e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1999" 76 "Main_RecrDev_1999" 0.278886 62 1 -5 5 0 0 "act" 0.0986797 1.17039e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2000" 77 "Main_RecrDev_2000" -0.38148 63 1 -5 5 0 0 "act" 0.128917 7.619e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2001" 78 "Main_RecrDev_2001" 0.320739 64 1 -5 5 0 0 "act" 0.0978219 5.76248e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2002" 79 "Main_RecrDev_2002" -0.150706 65 1 -5 5 0 0 "act" 0.140885 -0.000166322 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2003" 80 "Main_RecrDev_2003" -0.0148855 66 1 -5 5 0 0 "act" 0.143576 0.000206646 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2004" 81 "Main_RecrDev_2004" 0.0186339 67 1 -5 5 0 0 "act" 0.147659 -0.000190476 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2005" 82 "Main_RecrDev_2005" -0.144084 68 1 -5 5 0 0 "act" 0.155985 2.19066e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2006" 83 "Main_RecrDev_2006" 0.0636275 69 1 -5 5 0 0 "act" 0.156354 -2.31889e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2007" 84 "Main_RecrDev_2007" 0.0132064 70 1 -5 5 0 0 "act" 0.156961 -0.000130609 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2008" 85 "Main_RecrDev_2008" -0.0820521 71 1 -5 5 0 0 "act" 0.152295 0.000217808 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2009" 86 "Main_RecrDev_2009" -0.171579 72 1 -5 5 0 0 "act" 0.153354 -7.85801e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2010" 87 "Main_RecrDev_2010" -0.218551 73 1 -5 5 0 0 "act" 0.139735 9.3883e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2011" 88 "Main_RecrDev_2011" -0.24729 74 1 -5 5 0 0 "act" 0.136654 -5.71909e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2012" 89 "Main_RecrDev_2012" -0.257692 75 1 -5 5 0 0 "act" 0.129228 2.81722e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2013" 90 "Main_RecrDev_2013" -0.00776997 76 1 -5 5 0 0 "act" 0.113228 -2.77776e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2014" 91 "Main_RecrDev_2014" -0.264825 77 1 -5 5 0 0 "act" 0.112564 -1.77266e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2015" 92 "Main_RecrDev_2015" -0.163249 78 1 -5 5 0 0 "act" 0.107319 -1.76022e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2016" 93 "Main_RecrDev_2016" -0.0987369 79 1 -5 5 0 0 "act" 0.116853 -2.08051e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2017" 94 "Main_RecrDev_2017" -0.138582 80 1 -5 5 0 0 "act" 0.123149 -5.3681e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2018" 95 "Main_RecrDev_2018" -0.375786 81 1 -5 5 0 0 "act" 0.117784 1.77071e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2019" 96 "Main_RecrDev_2019" -0.0465026 82 1 -5 5 0 0 "act" 0.121415 1.00236e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2020" 97 "Main_RecrDev_2020" 0.327232 83 1 -5 5 0 0 "act" 0.150949 5.29842e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2021" 98 "Main_RecrDev_2021" 0.0682696 84 1 -5 5 0 0 "act" 0.179371 -6.76556e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Late_RecrDev_2022" 99 "Late_RecrDev_2022" 0.0407263 85 9 -5 5 0 0 "act" 0.199168 1.53753e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
