"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"CohortGrowDev" 12 "CohortGrowDev" 1 NA -1 0.1 10 1 1 NA NA NA "Normal" 1 1 0 1 1 1 0.199 1.09 2.08 3.07 4.06 5.05 6.04 7.03 8.02 9.01 9.901 0 0 0 0.3208 0.00405 0.5832 2.14245 4.6818 8.20125 12.7008 18.1804 24.6402 32.08 39.6139
"FracFemale_GP_1" 13 "FracFemale_GP_1" 0.5 NA -99 1e-06 0.999999 0.5 0.5 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_LN(R0)" 14 "SR_LN(R0)" 14.9986 4 1 2 15 5.49073 5.49073 "HI" 4.49896 -6.01952e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_BH_steep" 15 "SR_BH_steep" 0.8 NA -2 0.2 0.99 0.8 0.8 NA NA NA "Normal" 0.8 1000 0 0.8 0.8 0.8 0.2079 0.279 0.358 0.437 0.516 0.595 0.674 0.753 0.832 0.911 0.9821 0 0 0 1.75291e-07 1.3572e-07 9.7682e-08 6.58845e-08 4.0328e-08 2.10125e-08 7.938e-09 1.1045e-09 5.12e-10 6.1605e-09 1.65802e-08
"SR_sigmaR" 16 "SR_sigmaR" 0.2 NA -4 0.05 1.9 0.2 0.2 NA NA NA "Normal" 0.2 1000 0 0.2 0.2 0.2 0.0685 0.235 0.42 0.605 0.79 0.975 1.16 1.345 1.53 1.715 1.8815 0 0 0 8.64613e-09 6.125e-10 2.42e-08 8.20125e-08 1.7405e-07 3.00312e-07 4.608e-07 6.55512e-07 8.8445e-07 1.14761e-06 1.41372e-06
"SR_regime" 17 "SR_regime" 0 NA -1 -4 4 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SR_autocorr" 18 "SR_autocorr" 0 NA -1 0 0 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_10" 19 "Early_InitAge_10" 0.00392914 5 2 -5 5 0 0 "act" 0.199579 7.29437e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_9" 20 "Early_InitAge_9" 0.00170349 6 2 -5 5 0 0 "act" 0.200027 2.57048e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_8" 21 "Early_InitAge_8" 0.00280081 7 2 -5 5 0 0 "act" 0.200011 4.04063e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_7" 22 "Early_InitAge_7" 0.00498965 8 2 -5 5 0 0 "act" 0.200014 3.9221e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_6" 23 "Early_InitAge_6" 0.00903324 9 2 -5 5 0 0 "act" 0.200084 -7.89357e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_5" 24 "Early_InitAge_5" 0.0166246 10 2 -5 5 0 0 "act" 0.200282 -2.68013e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_4" 25 "Early_InitAge_4" 0.0292554 11 2 -5 5 0 0 "act" 0.200354 -0.000292357 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_3" 26 "Early_InitAge_3" 0.0384693 12 2 -5 5 0 0 "act" 0.199159 -0.000313197 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_2" 27 "Early_InitAge_2" 0.0507434 13 2 -5 5 0 0 "act" 0.196986 3.01518e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Early_InitAge_1" 28 "Early_InitAge_1" 0.087658 14 2 -5 5 0 0 "act" 0.192432 0.000294336 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1979" 29 "Main_RecrDev_1979" 0.088817 15 1 -5 5 0 0 "act" 0.185814 0.000123672 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1980" 30 "Main_RecrDev_1980" 0.0504598 16 1 -5 5 0 0 "act" 0.182532 -0.000348186 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1981" 31 "Main_RecrDev_1981" -0.0738576 17 1 -5 5 0 0 "act" 0.180692 -0.000113442 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1982" 32 "Main_RecrDev_1982" -0.0155009 18 1 -5 5 0 0 "act" 0.181203 0.000237763 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1983" 33 "Main_RecrDev_1983" -0.161149 19 1 -5 5 0 0 "act" 0.17721 -0.000223806 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1984" 34 "Main_RecrDev_1984" -0.189424 20 1 -5 5 0 0 "act" 0.174416 -3.61567e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1985" 35 "Main_RecrDev_1985" -0.163715 21 1 -5 5 0 0 "act" 0.175928 8.82515e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1986" 36 "Main_RecrDev_1986" 0.113047 22 1 -5 5 0 0 "act" 0.195347 -0.000232104 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1987" 37 "Main_RecrDev_1987" 0.261185 23 1 -5 5 0 0 "act" 0.201125 7.54495e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1988" 38 "Main_RecrDev_1988" 0.0364084 24 1 -5 5 0 0 "act" 0.192602 0.000466281 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1989" 39 "Main_RecrDev_1989" -0.00124015 25 1 -5 5 0 0 "act" 0.1911 -0.000164085 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1990" 40 "Main_RecrDev_1990" 0.0103841 26 1 -5 5 0 0 "act" 0.193028 -0.000486658 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1991" 41 "Main_RecrDev_1991" 0.0376228 27 1 -5 5 0 0 "act" 0.193832 -0.00017673 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1992" 42 "Main_RecrDev_1992" 0.0424247 28 1 -5 5 0 0 "act" 0.19336 4.15834e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1993" 43 "Main_RecrDev_1993" 0.0173387 29 1 -5 5 0 0 "act" 0.192622 0.000214256 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1994" 44 "Main_RecrDev_1994" 0.030014 30 1 -5 5 0 0 "act" 0.192986 8.07646e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1995" 45 "Main_RecrDev_1995" 0.186907 31 1 -5 5 0 0 "act" 0.207858 -0.000146694 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1996" 46 "Main_RecrDev_1996" 0.603064 32 1 -5 5 0 0 "act" 0.160943 -0.000190526 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1997" 47 "Main_RecrDev_1997" -0.00963197 33 1 -5 5 0 0 "act" 0.166367 0.000191723 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1998" 48 "Main_RecrDev_1998" 0.259969 34 1 -5 5 0 0 "act" 0.144202 -0.000219724 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_1999" 49 "Main_RecrDev_1999" -0.270746 35 1 -5 5 0 0 "act" 0.162619 0.000149443 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2000" 50 "Main_RecrDev_2000" -0.550933 36 1 -5 5 0 0 "act" 0.155458 -1.52267e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2001" 51 "Main_RecrDev_2001" 0.165727 37 1 -5 5 0 0 "act" 0.137923 -2.39586e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2002" 52 "Main_RecrDev_2002" -0.144707 38 1 -5 5 0 0 "act" 0.169278 9.93497e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2003" 53 "Main_RecrDev_2003" 0.111329 39 1 -5 5 0 0 "act" 0.187315 -0.000372488 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2004" 54 "Main_RecrDev_2004" 0.117117 40 1 -5 5 0 0 "act" 0.190042 2.19296e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2005" 55 "Main_RecrDev_2005" -0.05027 41 1 -5 5 0 0 "act" 0.180741 4.16054e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2006" 56 "Main_RecrDev_2006" 0.0843062 42 1 -5 5 0 0 "act" 0.183984 0.000331318 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2007" 57 "Main_RecrDev_2007" -0.0594626 43 1 -5 5 0 0 "act" 0.182504 0.000126617 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2008" 58 "Main_RecrDev_2008" -0.169325 44 1 -5 5 0 0 "act" 0.173295 -9.90199e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2009" 59 "Main_RecrDev_2009" -0.202643 45 1 -5 5 0 0 "act" 0.17214 -0.00038416 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2010" 60 "Main_RecrDev_2010" -0.193847 46 1 -5 5 0 0 "act" 0.166538 -0.000607655 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2011" 61 "Main_RecrDev_2011" -0.162294 47 1 -5 5 0 0 "act" 0.169967 -0.000225361 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2012" 62 "Main_RecrDev_2012" -0.0754322 48 1 -5 5 0 0 "act" 0.164599 0.000109641 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2013" 63 "Main_RecrDev_2013" 0.0235386 49 1 -5 5 0 0 "act" 0.148828 -0.000144611 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2014" 64 "Main_RecrDev_2014" -0.142945 50 1 -5 5 0 0 "act" 0.150578 -7.10596e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2015" 65 "Main_RecrDev_2015" 0.0228688 51 1 -5 5 0 0 "act" 0.141069 0.00010858 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2016" 66 "Main_RecrDev_2016" -0.10857 52 1 -5 5 0 0 "act" 0.145785 8.48325e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2017" 67 "Main_RecrDev_2017" -0.144651 53 1 -5 5 0 0 "act" 0.147283 5.91802e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2018" 68 "Main_RecrDev_2018" -0.146557 54 1 -5 5 0 0 "act" 0.152962 4.50996e-05 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2019" 69 "Main_RecrDev_2019" 0.371116 55 1 -5 5 0 0 "act" 0.164518 -0.000344388 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2020" 70 "Main_RecrDev_2020" 0.444644 56 1 -5 5 0 0 "act" 0.171969 7.89975e-06 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Main_RecrDev_2021" 71 "Main_RecrDev_2021" -0.0413877 57 1 -5 5 0 0 "act" 0.180291 -0.000199708 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Late_RecrDev_2022" 72 "Late_RecrDev_2022" 0.0401142 58 9 -5 5 0 0 "act" 0.198939 0.000266735 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ForeRecr_2023" 73 "ForeRecr_2023" 0 59 9 -5 5 0 0 "act" 0.2 0 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_1_flt_2F02_LL.JP.2" 74 "InitF_seas_1_flt_2F02_LL.JP.2" 1.24098e-05 60 5 0 5 0.063 0.063 "LO" 5.58394e-05 -0.0199107 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_2_flt_2F02_LL.JP.2" 75 "InitF_seas_2_flt_2F02_LL.JP.2" 1.24169e-05 61 5 0 5 0.063 0.063 "LO" 5.58714e-05 -0.0113641 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_3_flt_2F02_LL.JP.2" 76 "InitF_seas_3_flt_2F02_LL.JP.2" 1.24305e-05 62 5 0 5 0.063 0.063 "LO" 5.59324e-05 0.0068257 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"InitF_seas_4_flt_2F02_LL.JP.2" 77 "InitF_seas_4_flt_2F02_LL.JP.2" 1.24231e-05 63 5 0 5 0.063 0.063 "LO" 5.58994e-05 -0.00248309 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LnQ_base_S01_INDEX.1-4(15)" 78 "LnQ_base_S01_INDEX.1-4(15)" -12.8538 NA -1 -25 25 -5.44532 -5.44532 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Q_extraSD_S01_INDEX.1-4(15)" 79 "Q_extraSD_S01_INDEX.1-4(15)" 0.190777 NA -1 0 1 0.190777 0.190777 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F01_LL.JP.1(1)" 80 "Size_DblN_peak_F01_LL.JP.1(1)" 175.814 64 2 45 325 175.466 175.466 "OK" 4.8278 7.83414e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F01_LL.JP.1(1)" 81 "Size_DblN_top_logit_F01_LL.JP.1(1)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F01_LL.JP.1(1)" 82 "Size_DblN_ascend_se_F01_LL.JP.1(1)" 7.55758 65 4 -10 10 7.25927 7.25927 "OK" 0.249037 2.26043e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F01_LL.JP.1(1)" 83 "Size_DblN_descend_se_F01_LL.JP.1(1)" 4.32555 66 5 -10 10 5.14734 5.14734 "OK" 1.22977 7.35761e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F01_LL.JP.1(1)" 84 "Size_DblN_start_logit_F01_LL.JP.1(1)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F01_LL.JP.1(1)" 85 "Size_DblN_end_logit_F01_LL.JP.1(1)" -1.2368 67 3 -999 9 -1.00126 -1.00126 "OK" 0.488048 2.08756e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F02_LL.JP.2(2)" 86 "Size_DblN_peak_F02_LL.JP.2(2)" 191.547 68 2 45 325 196.432 196.432 "OK" 2.66144 0.000181279 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F02_LL.JP.2(2)" 87 "Size_DblN_top_logit_F02_LL.JP.2(2)" 0.0494094 69 3 -10 10 0.108229 0.108229 "OK" 158.187 9.65596e-10 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F02_LL.JP.2(2)" 88 "Size_DblN_ascend_se_F02_LL.JP.2(2)" 5.58257 70 4 -10 10 6.93494 6.93494 "OK" 0.275767 -8.37193e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F02_LL.JP.2(2)" 89 "Size_DblN_descend_se_F02_LL.JP.2(2)" 0.000478767 71 5 -10 10 0.00147782 0.00147782 "OK" 223.632 -2.61422e-12 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F02_LL.JP.2(2)" 90 "Size_DblN_start_logit_F02_LL.JP.2(2)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F02_LL.JP.2(2)" 91 "Size_DblN_end_logit_F02_LL.JP.2(2)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F03_LL.JP.3(3)" 92 "Size_DblN_peak_F03_LL.JP.3(3)" 197.303 72 2 45 325 192.025 192.025 "OK" 2.33953 4.42318e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F03_LL.JP.3(3)" 93 "Size_DblN_top_logit_F03_LL.JP.3(3)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F03_LL.JP.3(3)" 94 "Size_DblN_ascend_se_F03_LL.JP.3(3)" 6.48821 73 4 -10 10 6.14855 6.14855 "OK" 0.261535 3.85191e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
